fecha,texto,emocion
2023-01-26,No soporto cuando no cumplieron su promesa.,enojo
2020-07-15,Me siento nostálgico desde que perdí mi trabajo.,tristeza
2024-10-26,Me siento nostálgico desde que mudaron lejos.,tristeza
2024-09-11,Estoy irritado porque me criticaron sin razón.,enojo
2023-02-06,Necesito un descanso pero me falta energía.,estrés
2020-07-03,Disfruté una conversación significativa siempre me alegra.,felicidad
2024-06-08,No puedo tomar decisiones sin sentir mareos.,ansiedad
2020-04-10,El ruido constante me tiene al límite.,estrés
2020-12-24,Mi pareja me hizo sentir exasperado al tomar decisiones.,enojo
2024-02-27,Entre los estudios y los quehaceres domésticos no puedo dormir bien.,estrés
2020-12-06,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2024-12-23,Me siento nostálgico desde que mudaron lejos...,tristeza
2020-02-06,Necesito un descanso pero no me escuchan.,estrés
2023-07-25,No soporto cuando rompieron mis pertenencias.,enojo
2021-09-13,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2020-10-20,No puedo confrontar a alguien sin sentir mareos.,ansiedad
2020-08-06,Qué agradecido día para un logro personal.,felicidad
2023-05-11,Entre el cuidado de los niños y las deudas no puedo priorizar.,estrés
2021-08-01,Logré un tiempo con mi familia siempre me llena de energía.,felicidad
2022-11-26,El jefe exigente me tiene al límite.,estrés
2022-06-11,Mi pareja me hizo sentir resentido al tomar decisiones.,enojo
2022-07-09,Me siento nostálgico desde que perdí mi trabajo.,tristeza
2023-04-11,Mi familiar me hizo sentir irritado al confrontar a alguien.,enojo
2021-05-02,Un dolor sordo en el pecho cuando recuerdo lo sucedido!,tristeza
2021-09-22,El plazos ajustados me tiene al límite.,estrés
2024-03-20,Tengo miedo de que fracase.,ansiedad
2022-03-07,Mi mente no deja de pensar en el próximo examen.,ansiedad
2023-01-19,Mi mente no deja de pensar en el próximo examen.,ansiedad
2024-06-26,Necesito pedir ayuda pero no me escuchan.,estrés
2022-11-25,Qué optimista día para un tiempo con mi familia.,felicidad
2022-07-19,Mi jefe me hizo sentir exasperado al hablar en público.,enojo
2021-03-01,El tráfico me tiene al límite.,estrés
2022-06-03,Necesito pedir ayuda pero no me escuchan!,estrés
2020-01-09,Tengo miedo de que fracase.,ansiedad
2021-08-07,Entre los estudios y las deudas no puedo dormir bien.,estrés
2021-12-20,No soporto cuando no cumplieron su promesa.,enojo
2023-02-21,Una opresión en el pecho cuando recuerdo lo sucedido.,tristeza
2022-09-20,Un vacío en el pecho cuando escucho esa canción.,tristeza
2024-12-18,No soporto cuando me ignoraron en la reunión.,enojo
2020-02-16,No puedo hablar en público sin sentir palpitaciones.,ansiedad
2020-06-07,El plazos ajustados me tiene al límite.,estrés
2020-01-07,Necesito un descanso pero me falta energía.,estrés
2020-01-30,Mi familiar me hizo sentir indignado al confrontar a alguien.,enojo
2024-10-12,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2021-05-05,Necesito pedir ayuda pero no tengo tiempo.,estrés
2023-07-24,Necesito delegar tareas pero no tengo tiempo.,estrés
2023-10-25,Estoy indignado porque rompieron mis pertenencias.,enojo
2020-05-29,Un vacío en el pecho cuando recuerdo lo sucedido.,tristeza
2021-09-02,No soporto cuando rompieron mis pertenencias.,enojo
2021-12-07,Qué pleno día para un tiempo con mi familia.,felicidad
2020-06-21,Compartí una conversación significativa siempre me motiva.,felicidad
2024-11-03,Mi mente no deja de pensar en la situación económica.,ansiedad
2022-08-28,Me siento desolado desde que terminó nuestra relación.,tristeza
2023-03-23,Entre los estudios y el proyecto final no puedo priorizar.,estrés
2020-05-28,El plazos ajustados me tiene al límite.,estrés
2022-08-02,Me siento desolado desde que mudaron lejos.,tristeza
2024-08-20,Necesito pedir ayuda pero me falta energía.,estrés
2024-05-12,Qué pleno día para un tiempo con mi familia.,felicidad
2022-02-24,Necesito pedir ayuda pero me falta energía.,estrés
2022-06-22,Necesito pedir ayuda pero me falta energía.,estrés
2021-02-08,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2023-02-26,Qué agradecido día para un tiempo con mi familia.,felicidad
2021-04-28,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2022-01-08,Estoy exasperado porque rompieron mis pertenencias.,enojo
2024-09-17,No puedo confrontar a alguien sin sentir temblores.,ansiedad
2024-06-30,Hoy compartí un logro personal y me siento eufórico.,felicidad
2020-09-03,Un vacío en el pecho cuando recuerdo lo sucedido.,tristeza
2024-12-06,Mi mente no deja de pensar en el próximo examen.,ansiedad
2021-12-15,Mi mente no deja de pensar en el próximo examen.,ansiedad
2024-09-01,Necesito delegar tareas pero no tengo tiempo.,estrés
2020-09-21,No puedo hablar en público sin sentir mareos.,ansiedad
2024-06-18,Mi mente no deja de pensar en el próximo examen.,ansiedad
2022-12-31,Un vacío en el pecho cuando pienso en el futuro.,tristeza
2024-11-18,Hoy logré una caminata al aire libre y me siento eufórico.,felicidad
2024-06-17,Mi mente no deja de pensar en el próximo examen.,ansiedad
2024-05-18,Entre los estudios y los quehaceres domésticos no puedo priorizar.,estrés
2024-09-30,Qué optimista día para una conversación significativa.,felicidad
2021-10-08,Hoy logré un logro personal y me siento agradecido!,felicidad
2022-01-09,Mi pareja me hizo sentir indignado al confrontar a alguien.,enojo
2022-12-12,Hoy experimenté una caminata al aire libre y me siento agradecido.,felicidad
2021-02-22,Qué pleno día para una conversación significativa.,felicidad
2024-10-30,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2020-01-13,Tengo miedo de que fracase.,ansiedad
2021-10-23,Tengo miedo de que todo salga mal.,ansiedad
2021-08-02,Qué entusiasmado día para un logro personal.,felicidad
2020-03-27,Tengo miedo de que pierda el control.,ansiedad
2024-07-27,Hoy experimenté un tiempo con mi familia y me siento pleno.,felicidad
2024-04-29,Qué entusiasmado día para un logro personal.,felicidad
2022-01-22,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2021-11-04,Tengo miedo de que todo salga mal.,ansiedad
2023-12-20,Qué eufórico día para una conversación significativa.,felicidad
2023-10-31,No soporto cuando me ignoraron en la reunión.,enojo
2023-06-23,Estoy indignado porque rompieron mis pertenencias.,enojo
2023-09-12,Necesito delegar tareas pero no tengo tiempo.,estrés
2023-05-19,Hoy disfruté un momento de paz y me siento entusiasmado.,felicidad
2022-12-26,Un peso en el pecho cuando escucho esa canción.,tristeza
2023-05-17,Hoy disfruté una conversación significativa y me siento optimista.,felicidad
2023-06-25,No soporto cuando rompieron mis pertenencias.,enojo
2022-02-17,Entre los estudios y las deudas no puedo priorizar.,estrés
2020-09-13,Estoy exasperado porque rompieron mis pertenencias.,enojo
2020-01-24,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2021-02-28,Me siento vacío desde que perdí mi trabajo.,tristeza
2022-04-25,No puedo hablar en público sin sentir temblores.,ansiedad
2020-08-19,Estoy irritado porque me ignoraron en la reunión!,enojo
2020-11-16,Me siento desanimado desde que terminó nuestra relación!,tristeza
2022-01-19,El ruido constante me tiene al límite.,estrés
2023-05-26,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2023-11-29,Mi mente no deja de pensar en el próximo examen.,ansiedad
2020-04-17,Un dolor sordo en el pecho cuando escucho esa canción.,tristeza
2021-02-15,Entre el cuidado de los niños y el proyecto final no puedo priorizar.,estrés
2024-06-25,Mi vecino me hizo sentir irritado al hablar en público.,enojo
2023-05-12,Mi jefe me hizo sentir resentido al confrontar a alguien.,enojo
2023-01-18,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2024-10-10,El plazos ajustados me tiene al límite.,estrés
2023-09-13,Necesito delegar tareas pero no me escuchan.,estrés
2022-02-13,Tengo miedo de que fracase.,ansiedad
2024-12-29,Estoy frustrado porque no cumplieron su promesa.,enojo
2023-07-31,Un vacío en el pecho cuando recuerdo lo sucedido.,tristeza
2021-02-23,Estoy frustrado porque rompieron mis pertenencias.,enojo
2020-06-23,Estoy resentido porque me ignoraron en la reunión.,enojo
2021-03-31,Hoy descubrí un logro personal y me siento agradecido.,felicidad
2022-11-18,Tengo miedo de que fracase.,ansiedad
2022-10-14,Estoy irritado porque rompieron mis pertenencias.,enojo
2023-02-03,Experimenté una conversación significativa siempre me da paz.,felicidad
2021-05-01,Qué optimista día para una caminata al aire libre.,felicidad
2021-05-02,Compartí un momento de paz siempre me motiva.,felicidad
2024-10-11,No soporto cuando rompieron mis pertenencias.,enojo
2020-08-06,No soporto cuando me criticaron sin razón.,enojo
2020-02-11,No puedo tomar decisiones sin sentir mareos.,ansiedad
2023-09-13,Mi mente no deja de pensar en el próximo examen.,ansiedad
2022-08-06,Estoy exasperado porque me ignoraron en la reunión!,enojo
2023-02-06,Un dolor sordo en el pecho cuando escucho esa canción.,tristeza
2021-11-02,Un peso en el pecho cuando escucho esa canción.,tristeza
2020-11-06,No puedo dejar de pensar en me ignoraron en la reunión!,tristeza
2021-07-03,Hoy descubrí una conversación significativa y me siento agradecido.,felicidad
2022-08-24,Disfruté un tiempo con mi familia siempre me inspira.,felicidad
2021-06-17,Tengo miedo de que fracase.,ansiedad
2020-10-17,Compartí una caminata al aire libre siempre me inspira.,felicidad
2022-09-10,Estoy exasperado porque me ignoraron en la reunión.,enojo
2020-01-05,Estoy indignado porque me ignoraron en la reunión.,enojo
2022-09-28,No puedo hablar en público sin sentir temblores.,ansiedad
2022-04-21,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2020-10-18,Necesito delegar tareas pero no tengo tiempo...,estrés
2024-10-27,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2022-10-16,Me siento desolado desde que terminó nuestra relación.,tristeza
2024-08-21,Qué agradecido día para una conversación significativa.,felicidad
2020-04-25,Mi jefe me hizo sentir indignado al tomar decisiones.,enojo
2020-02-03,Estoy indignado porque me criticaron sin razón.,enojo
2020-04-13,Mi pareja me hizo sentir exasperado al hablar en público.,enojo
2021-05-03,Un vacío en el pecho cuando recuerdo lo sucedido.,tristeza
2024-11-18,Un desconocido me hizo sentir irritado al tomar decisiones.,enojo
2021-01-29,Logré una conversación significativa siempre me alegra.,felicidad
2020-12-04,Me siento abatido desde que terminó nuestra relación.,tristeza
2023-04-11,Tengo miedo de que me juzguen.,ansiedad
2022-06-08,Experimenté un tiempo con mi familia siempre me motiva.,felicidad
2023-05-23,Qué agradecido día para una conversación significativa.,felicidad
2022-02-25,Hoy descubrí una conversación significativa y me siento eufórico.,felicidad
2022-11-14,Entre los estudios y los quehaceres domésticos no puedo priorizar.,estrés
2020-07-12,Me siento desanimado desde que terminó nuestra relación.,tristeza
2021-02-10,El ruido constante me tiene al límite.,estrés
2020-05-05,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2021-01-04,Mi vecino me hizo sentir resentido al confrontar a alguien.,enojo
2024-01-08,Me siento abatido desde que perdí mi trabajo.,tristeza
2022-02-06,Mi pareja me hizo sentir frustrado al confrontar a alguien.,enojo
2024-09-13,No puedo tomar decisiones sin sentir palpitaciones.,ansiedad
2021-07-31,Hoy descubrí una conversación significativa y me siento pleno...,felicidad
2020-04-27,El ruido constante me tiene al límite.,estrés
2021-03-03,Estoy indignado porque no cumplieron su promesa.,enojo
2020-05-29,No soporto cuando me criticaron sin razón.,enojo
2021-01-10,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2023-03-12,Qué agradecido día para una conversación significativa!,felicidad
2021-12-29,Hoy descubrí un tiempo con mi familia y me siento optimista.,felicidad
2022-05-12,No puedo hablar en público sin sentir palpitaciones.,ansiedad
2024-02-23,Necesito un descanso pero no tengo tiempo...,estrés
2024-10-02,Una opresión en el pecho cuando recuerdo lo sucedido.,tristeza
2021-12-10,No soporto cuando me criticaron sin razón.,enojo
2022-05-03,Hoy logré una caminata al aire libre y me siento entusiasmado.,felicidad
2024-12-18,Qué agradecido día para un logro personal.,felicidad
2023-05-18,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2022-09-06,Qué eufórico día para un momento de paz.,felicidad
2021-03-28,Entre los estudios y las deudas no puedo dormir bien.,estrés
2020-08-01,Mi mente no deja de pensar en el próximo examen.,ansiedad
2024-03-04,No puedo hablar en público sin sentir temblores.,ansiedad
2021-01-18,Entre los estudios y las deudas no puedo priorizar.,estrés
2022-01-26,Necesito delegar tareas pero no tengo tiempo.,estrés
2020-06-11,Qué eufórico día para un tiempo con mi familia.,felicidad
2024-12-16,No soporto cuando me ignoraron en la reunión.,enojo
2021-07-23,El jefe exigente me tiene al límite.,estrés
2023-12-22,No puedo dejar de pensar en me ignoraron en la reunión!,tristeza
2023-09-10,No puedo confrontar a alguien sin sentir sudores fríos.,ansiedad
2021-08-23,No puedo hablar en público sin sentir mareos.,ansiedad
2020-10-05,No puedo confrontar a alguien sin sentir temblores.,ansiedad
2024-03-06,Qué eufórico día para un momento de paz.,felicidad
2023-03-27,Necesito pedir ayuda pero no tengo tiempo.,estrés
2022-08-25,El plazos ajustados me tiene al límite.,estrés
2021-12-14,Entre el cuidado de los niños y los quehaceres domésticos no puedo relajarme.,estrés
2024-07-10,No puedo hablar en público sin sentir mareos.,ansiedad
2023-12-07,Necesito un descanso pero no tengo tiempo.,estrés
2023-11-08,Hoy logré un momento de paz y me siento optimista.,felicidad
2023-02-23,No puedo confrontar a alguien sin sentir palpitaciones.,ansiedad
2022-02-18,Descubrí un logro personal siempre me inspira.,felicidad
2023-07-03,Necesito un descanso pero no me escuchan.,estrés
2023-03-29,Hoy experimenté un logro personal y me siento entusiasmado.,felicidad
2020-01-21,Me siento nostálgico desde que terminó nuestra relación.,tristeza
2023-02-11,Estoy irritado porque me criticaron sin razón.,enojo
2021-01-12,Un dolor sordo en el pecho cuando pienso en el futuro.,tristeza
2020-10-17,Un peso en el pecho cuando escucho esa canción.,tristeza
2021-11-18,Estoy exasperado porque no cumplieron su promesa.,enojo
2021-04-02,Entre el cuidado de los niños y el proyecto final no puedo dormir bien.,estrés
2023-12-28,Tengo miedo de que todo salga mal!,ansiedad
2023-08-09,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2024-11-25,No puedo tomar decisiones sin sentir mareos.,ansiedad
2021-09-07,No soporto cuando rompieron mis pertenencias.,enojo
2023-09-25,Tengo miedo de que todo salga mal.,ansiedad
2022-08-29,Qué optimista día para una caminata al aire libre.,felicidad
2021-09-28,Me siento vacío desde que mudaron lejos.,tristeza
2021-11-26,Estoy resentido porque no cumplieron su promesa.,enojo
2022-10-12,Experimenté una caminata al aire libre siempre me da paz.,felicidad
2023-09-21,Entre el trabajo y las deudas no puedo concentrarme.,estrés
2024-10-31,No puedo confrontar a alguien sin sentir sudores fríos.,ansiedad
2021-04-12,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2023-07-13,Entre los estudios y el proyecto final no puedo dormir bien.,estrés
2024-06-03,Mi pareja me hizo sentir irritado al tomar decisiones.,enojo
2022-06-02,Tengo miedo de que fracase.,ansiedad
2024-08-23,Tengo miedo de que pierda el control.,ansiedad
2023-11-26,Experimenté un logro personal siempre me inspira.,felicidad
2021-07-26,Necesito un descanso pero me falta energía.,estrés
2021-10-20,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2023-12-09,Un vacío en el pecho cuando escucho esa canción.,tristeza
2022-09-27,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2024-10-23,Tengo miedo de que pierda el control.,ansiedad
2020-11-29,El tráfico me tiene al límite.,estrés
2023-09-15,Necesito organizarme mejor pero me falta energía.,estrés
2023-07-02,Hoy experimenté un tiempo con mi familia y me siento entusiasmado.,felicidad
2021-05-13,Me siento desolado desde que terminó nuestra relación.,tristeza
2022-04-24,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2020-02-28,Un peso en el pecho cuando recuerdo lo sucedido.,tristeza
2021-08-12,Estoy exasperado porque rompieron mis pertenencias.,enojo
2021-01-01,Experimenté un logro personal siempre me alegra.,felicidad
2021-03-15,El tráfico me tiene al límite.,estrés
2020-03-13,Tengo miedo de que me juzguen.,ansiedad
2023-12-27,Descubrí un momento de paz siempre me motiva.,felicidad
2024-06-23,Estoy exasperado porque me criticaron sin razón.,enojo
2022-10-14,Entre los estudios y el proyecto final no puedo relajarme.,estrés
2022-01-06,El plazos ajustados me tiene al límite.,estrés
2022-03-13,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2021-08-18,El tráfico me tiene al límite.,estrés
2022-02-27,No soporto cuando me ignoraron en la reunión.,enojo
2024-03-02,Estoy resentido porque me ignoraron en la reunión.,enojo
2022-01-16,Necesito pedir ayuda pero no me escuchan.,estrés
2023-02-10,No soporto cuando no cumplieron su promesa.,enojo
2021-03-03,Entre el trabajo y las deudas no puedo dormir bien.,estrés
2022-11-04,No soporto cuando rompieron mis pertenencias.,enojo
2023-02-10,Qué optimista día para un tiempo con mi familia.,felicidad
2020-02-11,Entre el cuidado de los niños y las deudas no puedo priorizar.,estrés
2021-03-10,Un vacío en el pecho cuando recuerdo lo sucedido.,tristeza
2022-07-08,Hoy compartí una caminata al aire libre y me siento optimista.,felicidad
2024-11-24,Tengo miedo de que todo salga mal.,ansiedad
2020-01-11,Entre los estudios y las deudas no puedo priorizar.,estrés
2023-12-23,Hoy descubrí un momento de paz y me siento optimista.,felicidad
2020-11-29,Tengo miedo de que todo salga mal.,ansiedad
2022-04-26,No puedo tomar decisiones sin sentir mareos.,ansiedad
2024-02-05,Hoy experimenté una conversación significativa y me siento eufórico.,felicidad
2020-05-15,Qué pleno día para un logro personal.,felicidad
2021-11-11,No soporto cuando me criticaron sin razón.,enojo
2020-05-25,Un vacío en el pecho cuando escucho esa canción.,tristeza
2023-02-25,Un desconocido me hizo sentir indignado al tomar decisiones.,enojo
2023-06-19,Necesito delegar tareas pero no me escuchan.,estrés
2021-06-11,No soporto cuando me ignoraron en la reunión.,enojo
2024-03-12,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2023-02-08,Tengo miedo de que fracase.,ansiedad
2022-01-27,El ruido constante me tiene al límite.,estrés
2022-10-23,Una opresión en el pecho cuando pienso en el futuro.,tristeza
2024-05-10,Un peso en el pecho cuando pienso en el futuro.,tristeza
2022-08-03,Estoy indignado porque rompieron mis pertenencias.,enojo
2020-11-26,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2020-04-07,Necesito delegar tareas pero me falta energía.,estrés
2023-03-13,Qué eufórico día para una caminata al aire libre!,felicidad
2023-12-24,Un peso en el pecho cuando escucho esa canción...,tristeza
2024-12-30,Estoy indignado porque rompieron mis pertenencias.,enojo
2020-11-05,Una opresión en el pecho cuando escucho esa canción.,tristeza
2022-09-02,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2023-04-11,Compartí una caminata al aire libre siempre me alegra.,felicidad
2022-09-12,El jefe exigente me tiene al límite.,estrés
2023-03-01,No soporto cuando no cumplieron su promesa.,enojo
2021-07-11,Me siento vacío desde que terminó nuestra relación.,tristeza
2020-04-17,Entre el trabajo y el proyecto final no puedo concentrarme.,estrés
2022-12-10,Una opresión en el pecho cuando escucho esa canción!,tristeza
2023-07-14,Disfruté un logro personal siempre me da paz.,felicidad
2021-12-12,Qué agradecido día para un logro personal.,felicidad
2024-11-23,Mi pareja me hizo sentir irritado al confrontar a alguien.,enojo
2021-05-20,Hoy compartí un tiempo con mi familia y me siento entusiasmado.,felicidad
2022-04-21,Descubrí un momento de paz siempre me alegra.,felicidad
2020-09-27,Logré una caminata al aire libre siempre me da paz.,felicidad
2022-06-13,Estoy irritado porque no cumplieron su promesa.,enojo
2022-11-02,Qué eufórico día para una caminata al aire libre.,felicidad
2023-10-18,Un dolor sordo en el pecho cuando escucho esa canción.,tristeza
2021-03-17,Experimenté un logro personal siempre me inspira.,felicidad
2022-04-10,No puedo tomar decisiones sin sentir temblores.,ansiedad
2020-10-12,Experimenté un tiempo con mi familia siempre me motiva.,felicidad
2022-03-10,Qué entusiasmado día para una conversación significativa.,felicidad
2021-02-08,Qué optimista día para una caminata al aire libre.,felicidad
2020-11-14,No puedo tomar decisiones sin sentir mareos.,ansiedad
2022-07-12,Entre el trabajo y los quehaceres domésticos no puedo dormir bien.,estrés
2023-05-12,Disfruté una caminata al aire libre siempre me alegra.,felicidad
2022-11-05,Me siento abatido desde que terminó nuestra relación.,tristeza
2021-02-17,Estoy exasperado porque no cumplieron su promesa.,enojo
2020-04-09,Qué pleno día para un logro personal.,felicidad
2022-09-01,No puedo tomar decisiones sin sentir sudores fríos!,ansiedad
2024-04-02,Disfruté un logro personal siempre me inspira.,felicidad
2024-08-08,No soporto cuando rompieron mis pertenencias.,enojo
2023-03-06,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2021-05-28,El jefe exigente me tiene al límite.,estrés
2023-11-19,Estoy indignado porque rompieron mis pertenencias.,enojo
2020-11-07,Mi jefe me hizo sentir indignado al tomar decisiones.,enojo
2024-08-12,Descubrí una conversación significativa siempre me da paz.,felicidad
2023-03-26,Tengo miedo de que me juzguen.,ansiedad
2021-10-11,Qué agradecido día para un momento de paz.,felicidad
2020-07-05,El plazos ajustados me tiene al límite.,estrés
2022-11-12,El ruido constante me tiene al límite.,estrés
2023-09-25,Qué pleno día para un logro personal.,felicidad
2023-05-15,Necesito pedir ayuda pero no tengo tiempo.,estrés
2021-11-24,El ruido constante me tiene al límite.,estrés
2020-06-10,Mi mente no deja de pensar en la situación económica.,ansiedad
2021-07-22,Me siento desolado desde que mudaron lejos.,tristeza
2024-11-11,Tengo miedo de que me juzguen.,ansiedad
2020-11-22,Entre los estudios y los quehaceres domésticos no puedo priorizar.,estrés
2024-02-26,No soporto cuando me criticaron sin razón.,enojo
2020-07-07,Mi mente no deja de pensar en el próximo examen.,ansiedad
2024-01-16,El tráfico me tiene al límite.,estrés
2024-02-03,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2021-08-30,Entre el trabajo y el proyecto final no puedo priorizar.,estrés
2024-08-08,Un peso en el pecho cuando recuerdo lo sucedido.,tristeza
2022-03-29,Mi pareja me hizo sentir irritado al confrontar a alguien.,enojo
2021-08-29,Necesito organizarme mejor pero me falta energía.,estrés
2024-09-24,Logré una caminata al aire libre siempre me da paz.,felicidad
2023-11-15,Entre el trabajo y los quehaceres domésticos no puedo concentrarme.,estrés
2021-01-14,No puedo hablar en público sin sentir mareos.,ansiedad
2023-01-01,Qué entusiasmado día para una caminata al aire libre.,felicidad
2023-04-06,Mi mente no deja de pensar en el próximo examen.,ansiedad
2022-10-28,No puedo confrontar a alguien sin sentir mareos.,ansiedad
2023-06-26,Tengo miedo de que fracase.,ansiedad
2021-01-12,Estoy irritado porque rompieron mis pertenencias.,enojo
2023-04-01,Me siento desanimado desde que mudaron lejos.,tristeza
2020-07-09,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2020-02-06,Mi pareja me hizo sentir irritado al tomar decisiones.,enojo
2020-09-22,No puedo confrontar a alguien sin sentir mareos.,ansiedad
2020-04-23,Necesito organizarme mejor pero me falta energía.,estrés
2023-02-11,Qué agradecido día para un momento de paz.,felicidad
2023-08-13,Entre el cuidado de los niños y el proyecto final no puedo dormir bien.,estrés
2024-09-11,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2023-02-08,Hoy experimenté una caminata al aire libre y me siento optimista.,felicidad
2023-12-03,Me siento abatido desde que mudaron lejos.,tristeza
2022-12-03,Una opresión en el pecho cuando pienso en el futuro.,tristeza
2024-10-26,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2021-03-11,El ruido constante me tiene al límite.,estrés
2021-08-26,El tráfico me tiene al límite.,estrés
2020-01-03,No puedo dejar de pensar en no cumplieron su promesa...,tristeza
2020-06-04,Disfruté un momento de paz siempre me inspira...,felicidad
2021-11-20,El plazos ajustados me tiene al límite.,estrés
2023-07-05,Necesito delegar tareas pero no me escuchan.,estrés
2020-04-05,Necesito organizarme mejor pero me falta energía.,estrés
2021-05-09,Necesito un descanso pero no me escuchan.,estrés
2024-12-25,No puedo hablar en público sin sentir temblores.,ansiedad
2023-08-04,No puedo tomar decisiones sin sentir sudores fríos.,ansiedad
2023-10-08,Mi mente no deja de pensar en el próximo examen...,ansiedad
2022-05-17,No puedo tomar decisiones sin sentir sudores fríos.,ansiedad
2022-07-07,Estoy exasperado porque me ignoraron en la reunión.,enojo
2022-12-02,Tengo miedo de que fracase.,ansiedad
2024-05-06,Tengo miedo de que todo salga mal.,ansiedad
2020-11-09,Mi mente no deja de pensar en el próximo examen.,ansiedad
2021-03-04,Qué entusiasmado día para un momento de paz.,felicidad
2024-03-12,Entre los estudios y el proyecto final no puedo concentrarme.,estrés
2023-04-07,Entre el trabajo y los quehaceres domésticos no puedo dormir bien.,estrés
2021-05-25,Mi pareja me hizo sentir irritado al hablar en público.,enojo
2023-06-03,Tengo miedo de que fracase.,ansiedad
2020-01-17,Mi familiar me hizo sentir indignado al hablar en público.,enojo
2023-03-04,Me siento desolado desde que mudaron lejos.,tristeza
2020-10-27,Experimenté un momento de paz siempre me motiva.,felicidad
2020-02-16,No puedo tomar decisiones sin sentir sudores fríos.,ansiedad
2020-12-21,No soporto cuando no cumplieron su promesa.,enojo
2024-09-11,Mi pareja me hizo sentir irritado al confrontar a alguien.,enojo
2020-08-14,Estoy frustrado porque me ignoraron en la reunión.,enojo
2023-12-23,Entre los estudios y el proyecto final no puedo relajarme.,estrés
2020-10-15,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2024-12-30,Un dolor sordo en el pecho cuando escucho esa canción.,tristeza
2023-02-02,No puedo hablar en público sin sentir mareos.,ansiedad
2023-04-11,Me siento vacío desde que perdí mi trabajo.,tristeza
2021-12-20,El tráfico me tiene al límite.,estrés
2022-08-04,Tengo miedo de que pierda el control.,ansiedad
2023-06-14,Necesito organizarme mejor pero no me escuchan.,estrés
2023-12-28,Qué eufórico día para un tiempo con mi familia.,felicidad
2022-06-11,Estoy exasperado porque rompieron mis pertenencias.,enojo
2021-03-16,No soporto cuando me ignoraron en la reunión.,enojo
2024-09-23,Necesito organizarme mejor pero me falta energía.,estrés
2024-03-31,Experimenté una caminata al aire libre siempre me inspira.,felicidad
2024-10-13,No puedo confrontar a alguien sin sentir mareos.,ansiedad
2024-04-01,Qué entusiasmado día para un tiempo con mi familia...,felicidad
2021-09-14,No soporto cuando rompieron mis pertenencias.,enojo
2023-08-17,Logré un logro personal siempre me llena de energía.,felicidad
2022-01-08,No puedo confrontar a alguien sin sentir mareos.,ansiedad
2022-05-08,No soporto cuando no cumplieron su promesa.,enojo
2021-08-13,No puedo confrontar a alguien sin sentir temblores.,ansiedad
2020-11-16,Tengo miedo de que me juzguen.,ansiedad
2024-12-08,No puedo confrontar a alguien sin sentir temblores.,ansiedad
2023-11-08,Hoy compartí un tiempo con mi familia y me siento agradecido.,felicidad
2022-10-21,Entre los estudios y los quehaceres domésticos no puedo dormir bien.,estrés
2020-06-20,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2020-09-26,Estoy irritado porque me ignoraron en la reunión.,enojo
2022-08-05,Entre el cuidado de los niños y el proyecto final no puedo dormir bien.,estrés
2021-07-16,Qué entusiasmado día para una conversación significativa.,felicidad
2020-11-13,Me siento vacío desde que mudaron lejos.,tristeza
2022-12-26,Entre los estudios y las deudas no puedo concentrarme.,estrés
2024-03-19,Hoy descubrí un momento de paz y me siento pleno.,felicidad
2021-08-07,Hoy experimenté un momento de paz y me siento entusiasmado.,felicidad
2020-12-23,El jefe exigente me tiene al límite.,estrés
2022-10-11,El ruido constante me tiene al límite.,estrés
2021-11-11,Qué agradecido día para un momento de paz.,felicidad
2021-06-03,Entre el cuidado de los niños y las deudas no puedo concentrarme.,estrés
2023-11-13,Qué pleno día para una conversación significativa.,felicidad
2020-07-04,Tengo miedo de que fracase.,ansiedad
2020-02-21,Qué entusiasmado día para un tiempo con mi familia.,felicidad
